"attrib_name","TCGA.3H.AB3K","TCGA.3H.AB3L","TCGA.3H.AB3M","TCGA.3H.AB3O","TCGA.3H.AB3S","TCGA.3H.AB3T","TCGA.3H.AB3U","TCGA.3H.AB3X","TCGA.3U.A98D","TCGA.3U.A98E","TCGA.3U.A98F","TCGA.3U.A98G","TCGA.3U.A98H","TCGA.3U.A98I","TCGA.3U.A98J","TCGA.LK.A4NW","TCGA.LK.A4NY","TCGA.LK.A4NZ","TCGA.LK.A4O0","TCGA.LK.A4O2","TCGA.LK.A4O4","TCGA.LK.A4O5","TCGA.LK.A4O6","TCGA.LK.A4O7","TCGA.MQ.A4KX","TCGA.MQ.A4LC","TCGA.MQ.A4LI","TCGA.MQ.A4LJ","TCGA.MQ.A4LM","TCGA.MQ.A4LP","TCGA.MQ.A4LV","TCGA.MQ.A6BL","TCGA.MQ.A6BN","TCGA.MQ.A6BQ","TCGA.MQ.A6BR","TCGA.MQ.A6BS","TCGA.NQ.A57I","TCGA.NQ.A638","TCGA.SC.A6LM","TCGA.SC.A6LN","TCGA.SC.A6LP","TCGA.SC.A6LQ","TCGA.SC.A6LR","TCGA.SC.AA5Z","TCGA.SH.A7BC","TCGA.SH.A7BD","TCGA.SH.A7BH","TCGA.SH.A9CT","TCGA.SH.A9CU","TCGA.TS.A7OU","TCGA.TS.A7OY","TCGA.TS.A7OZ","TCGA.TS.A7P0","TCGA.TS.A7P1","TCGA.TS.A7P3","TCGA.TS.A7P6","TCGA.TS.A7P7","TCGA.TS.A7P8","TCGA.TS.A7PB","TCGA.TS.A8AF","TCGA.TS.A8AI","TCGA.TS.A8AS","TCGA.TS.A8AV","TCGA.TS.A8AY","TCGA.UD.AABY","TCGA.UD.AABZ","TCGA.UD.AAC1","TCGA.UD.AAC4","TCGA.UD.AAC5","TCGA.UD.AAC6","TCGA.UD.AAC7","TCGA.UT.A88C","TCGA.UT.A88D","TCGA.UT.A88E","TCGA.UT.A88G","TCGA.UT.A97Y","TCGA.XT.AASU","TCGA.YS.A95B","TCGA.YS.A95C","TCGA.YS.AA4M","TCGA.ZN.A9VO","TCGA.ZN.A9VP","TCGA.ZN.A9VQ","TCGA.ZN.A9VS","TCGA.ZN.A9VU","TCGA.ZN.A9VV","TCGA.ZN.A9VW"
"CYP1B1",9.6577,9.7334,11.2359,10.8367,10.5944,8.411,10.073,9.6694,11.5528,8.084,14.5303,11.5706,12.0823,12.3094,12.2467,11.5921,11.0703,9.8369,9.4955,10.4341,10.9123,8.9814,11.7518,12.2798,10.621,8.6776,13.8357,10.3693,10.5304,9.0185,9.1103,9.5604,7.3339,9.2847,10.3188,10.3696,10.3494,12.3031,10.1132,10.3584,10.9296,11.3653,8.7164,11.5325,11.3932,7.8117,10.039,11.194,9.1832,12.7997,13.2899,9.2566,10.0103,9.7527,12.993,11.3403,5.3732,10.4936,10.288,10.5676,10.6305,10.9392,11.5741,10.6823,11.2766,8.7067,8.7676,9.8253,11.6449,10.7526,10.8829,10.8823,11.4232,9.6238,9.1284,11.9012,10.7679,9.0317,9.3985,10.1022,12.1549,9.7559,10.9676,14.6306,9.575,8.0027,7.2304
"CYP21A2",9.6521,8.5395,9.0727,7.2293,10.0779,7.7065,8.1801,8.4733,8.0556,7.5278,7.7673,4.3646,8.3514,7.7509,7.5097,7.5591,8.5742,8.9371,8.2522,9.3023,5.9028,7.6261,8.4509,6.7045,9.1915,8.6541,8.816,7.0198,4.9631,9.9901,5.8286,4.9766,10.324,9.1628,8.9351,10.36,2.9327,8.0559,8.0612,8.6989,4.7764,9.8662,8.4587,9.3605,6.6066,10.583,10.9434,9.7078,8.7666,10.4948,7.0852,7.8818,7.7081,8.1546,8.208,7.15,4.6911,6.9376,10.3838,9.291,9.2441,8.7152,5.6658,8.3786,8.1521,11.4128,9.3871,10.5869,6.0872,10.2958,7.5173,8.51,7.6721,8.9865,7.3339,8.0948,5.6046,7.2258,9.2469,7.467,10.253,9.1505,7.5285,7.2687,6.1846,8.388,6.304
"CYP26A1",8.8364,6.1931,7.4142,3.0544,10.0965,5.2669,5.4913,2.6382,8.9842,4.77,6.0743,2.5982,9.085,7.0697,2.3478,9.4612,6.0964,9.9815,1.0984,5.5601,0,5.3176,6.9284,8.5695,6.1909,6.764,4.4458,3.3127,10.8835,4.1073,5.2438,6.9943,9.766,7.1161,6.7468,8.6412,1.1192,4.0461,6.1677,8.5782,2.0618,7.5618,5.0519,4.8669,3.8417,8.285,4.195,3.207,4.9463,8.059,2.0791,8.3434,2.8742,6.6582,8.6432,9.2568,7.9162,5.1823,8.8141,8.466,6.8433,2.1571,4.2611,2.7232,5.9967,6.1227,2.0526,8.5534,7.1424,8.723,6.9126,8.9098,7.1793,6.7826,6.2376,5.2659,4.7728,6.292,6.9232,4.9299,2.5246,1.2276,6.8828,5.8434,7.0357,6.2728,5.4501
"CYP26B1",6.8534,7.5744,6.8318,8.8127,8.3256,6.89,9.5581,8.0939,9.6265,9.3843,3.4278,9.7741,6.5651,8.8583,8.7703,7.7202,7.7964,7.3966,9.0532,7.6475,3.6474,8.9749,7.8894,6.8275,9.1136,8.0027,9.5246,7.1612,5.8494,7.3177,7.6173,6.8783,4.6607,7.1242,5.9248,7.9605,6.4294,7.4988,9.6355,8.7668,4.287,10.2884,8.1017,6.8828,8.0311,5.1146,5.6289,8.6938,8.948,8.9449,8.0349,9.0406,8.857,6.5328,9.5336,8.1343,10.4348,8.4517,7.5697,8.8703,6.1236,10.0429,8.4485,9.4063,9.3725,7.4155,4.424,9.0306,8.882,7.3655,7.668,8.2763,9.3656,9.7515,9.9113,7.6728,8.6921,7.6277,4.6339,8.3403,8.1593,5.4425,10.0119,10.2541,8.0696,6.3741,8.3806
"CYP2J2",4.7004,5.6953,5.8301,5.1334,7.6427,6.5341,6.3616,6.1846,8.3113,3.339,2.5073,3.3769,3.629,3.1699,5.7321,7.532,6.8487,5.6143,4.7477,2.3402,3.6474,5.8378,4.0608,7.4288,6.9124,6.4818,2.2137,8.1626,1.7921,7.053,6.6185,5.5777,8.5671,6.0648,8.2225,2.7566,5.7483,5.7635,1.3914,4.5653,1.0415,2.3216,4.9248,2.2693,6.8355,9.9309,6.0987,7.7641,5.4722,7.393,4.6416,5.9211,5.5861,3.816,2.7016,7.7667,4.1291,4.2021,6.8252,7.4866,7.483,5.9838,2.9861,6.1549,3.5315,7.6938,8.5129,5.0499,2.775,3.5049,3.2484,6.4795,5.7694,8.3129,5.3885,4.1523,4.1505,6.4919,4.6339,3.8408,9.1447,5.7726,0.9072,1.8991,4.8706,2.5411,4.5915
"CYP2S1",8.073,8.7037,9.9829,6.7043,6.5731,7.2649,5.6013,8.6216,5.4409,7.2092,7.9091,6.6326,5.8945,8.2442,6.4582,7.185,9.2896,9.615,7.0593,7.3954,7.8384,9.3154,8.9655,8.3759,5.3512,6.1153,8.6596,9.9167,7.2947,12.0767,6.8139,6.5011,6.6274,9.3959,10.0833,6.9011,5.3247,8.52,8.3109,7.96,6.6734,6.6521,5.072,7.7608,7.8147,5.7201,5.4689,8.7759,11.4814,7.3096,8.4637,9.3941,9.9303,4.6067,5.9581,7.4821,6.6965,8.0718,6.3233,8.3144,7.0639,4.6566,7.4791,8.8764,6.7926,7.6772,8.3951,6.8125,9.2946,6.3991,5.1815,5.796,6.9091,4.2377,9.9488,7.0972,6.8962,8.2212,7.1386,7.0647,9.3806,9.728,7.8182,6.48,5.6944,6.3458,5.8335
"CYP4X1",7.7319,2.1428,8.0742,3.7725,4.274,3.7047,5.9361,8.6695,8.583,7.2706,6.7857,6.1942,3.1895,5.192,7.2609,6.5603,6.6995,7.7152,2.4763,2.9355,7.5731,6.2257,8.8303,3.485,6.4254,6.1906,8.7052,6.5769,3.1376,10.4474,2.7801,2.3038,5.4605,5.5071,9.311,9.9892,3.6694,5.3361,8.7897,8.7527,5.1455,4.4458,4.8568,4.3633,4.5107,5.2624,5.0076,6.5169,11.5632,6.7049,6.0538,9.5612,8.7789,0.5532,6.2524,6.7926,6.1973,7.8565,5.5623,9.6142,3.7192,6.2029,5.5371,6.5294,7.5503,8.1478,5.7521,3.2241,3.4011,5.6238,3.5397,5.6808,7.3002,5.0579,9.7316,5.3275,5.1093,3.9326,7.3095,4.7249,7.0712,7.1755,7.0478,6.151,2.6658,8.7723,2.379
"CYS1",9.3123,7.4496,7.5099,6.4058,9.0781,3.8037,7.5759,6.6616,7.4111,11.0265,6.0909,8.2043,8.4094,7.2235,4.9854,7.4537,7.181,7.8316,3.2278,7.8643,7.3141,9.1502,9.0703,7.0788,9.6268,9.6817,4.0971,7.7021,6.426,4.6641,6.5874,5.1478,6.1658,8.296,8.5107,9.52,6.9324,10.2525,6.0311,8.7684,6.0918,9.2965,5.6426,6.906,8.2395,9.7179,7.6386,5.6555,6.7105,9.856,5.3444,9.7455,6.4192,8.1601,8.7475,7.0522,9.2908,5.8872,7.6753,7.4226,8.5836,8.4814,6.6942,6.4676,9.8992,5.773,4.381,5.7321,7.2868,6.4089,6.1953,9.1,7.6619,7.6776,7.3046,6.9614,6.2177,7.3771,10.0176,7.0161,7.2621,8.1457,7.5369,9.3204,7.9478,9.0919,7.5863
"CYTL1",4.9767,6.6814,7.7988,5.0928,7.2312,6.7728,7.2172,6.2309,3.5706,3.6164,7.1172,8.9555,7.6024,6.042,8.4875,7.1447,7.5333,7.2455,6.3377,6.9502,3.6474,5.2071,7.2738,8.0757,5.0044,6.0277,6.4041,6.0743,4.7476,5.2751,8.5697,6.7523,6.852,5.0944,5.6057,5.5418,5.3799,6.0587,7.0439,7.924,6.114,5.343,3.6076,6.4738,7.9095,6.2074,4.3254,5.7808,6.16,8.5989,7.3133,9.496,7.426,3.4347,8.0545,7.9433,9.7293,8.7253,7.2777,6.744,4.5794,7.6944,4.7529,6.2148,9.776,4.8394,6.3836,7.9469,6.1845,5.4449,5.4006,7.2059,7.6863,4.767,9.5776,7.1607,8.7627,6.2139,5.8382,8.4224,7.1771,3.3139,8.2391,4.9972,6.4159,10.1012,7.1579
"CYorf15A",7.8886,7.8766,0,7.2891,7.6815,5.7491,8.1513,8.1163,4.2445,1.3836,8.5253,7.7369,8.1371,6.5999,4.5855,8.191,0,7.785,7.8116,1.3091,7.0349,0,0,4.3341,7.9927,7.9985,1.0283,7.7513,5.6749,8.5411,7.3729,7.7389,0.7605,8.1048,0,7.5108,5.8976,7.8443,0,7.9736,4.3631,0,7.6941,6.3859,7.9346,7.5443,0,7.9807,8.074,8.2018,6.2587,7.7677,5.234,7.8246,7.355,7.5474,7.9351,8.4841,8.0063,8.362,8.4214,7.1833,7.8557,0.517,8.7028,5.4731,0.395,7.9023,5.478,8.0715,8.1484,8.4534,8.6397,7.1029,4.5736,0,5.4885,0.46,8.1177,7.8173,7.9786,8.2103,8.2557,8.0115,8.4543,7.9981,4.5272
"CYorf15B",8.6584,7.7874,0,7.4823,7.7193,5.121,8.1126,8.0964,4.3636,1.0516,8.3043,6.9766,8.0216,5.4485,5.0313,7.7353,0,8.017,7.3922,0.4535,7.8384,0,0,4.9437,7.6114,8.0048,0.6039,8.0489,4.7911,8.1038,6.4209,7.0273,0,7.9766,0,7.0652,6.067,7.8666,0,7.8491,5.1455,0,8.1139,6.7862,7.7507,8.0372,0,7.67,8.5464,8.1785,6.103,7.7304,5.88,6.2346,7.1023,6.4073,7.5653,9.0271,8.1008,8.0001,6.9764,6.8965,8.0822,0,8.7389,7.2155,0.395,8.1827,4.4411,8.0213,7.4884,8.7829,9.1205,6.6137,4.7684,0,4.6173,0.8083,7.4421,7.9575,8.0178,7.9843,7.2327,7.2266,7.1525,7.5122,4.653
"D4S234E",12.2238,8.7701,9.7433,7.5134,12.2597,7.0295,11.1091,11.5849,7.906,9.8595,6.9359,5.4466,8.4186,7.1258,9.0462,8.8755,7.5213,11.1389,5.1544,10.1116,4.4139,10.6349,9.8632,8.8527,9.519,11.7533,7.4177,12.9217,5.6397,8.9004,7.2391,5.2258,12.2329,12.1609,9.1645,8.7254,9.1478,4.7898,9.2276,10.1613,3.4665,8.982,11.1648,10.0626,6.8065,11.3398,2.9867,11.7656,10.7232,10.4911,8.0798,9.4591,7.4634,9.8639,8.877,8.7074,9.3042,5.3675,10.7818,10.236,8.3971,11.3801,5.7493,9.277,10.2023,11.5982,3.6611,10.5557,8.7862,8.926,7.8005,9.0134,9.4381,5.243,10.4947,7.4963,10.6279,11.1639,10.9261,8.456,10.6923,3.3774,9.6745,8.4416,10.8328,9.6358,8.0268
"DACT1",6.4526,5.9656,6.4258,6.4141,7.7889,6.89,4.7202,5.25,8.3599,4.4184,11.7597,10.8839,6.8145,9.7491,5.9625,7.5076,5.8739,6.5305,9.4647,6.7066,8.4224,6.1481,8.1347,7.3372,6.5533,3.6452,5.6843,6.3092,8.9048,8.4652,8.0663,8.8291,6.3733,3.4782,7.1967,6.2989,9.1338,6.5746,8.934,8.0957,8.8061,6.0913,5.1873,8.6569,7.1317,5.0617,3.9744,6.443,4.7051,4.8748,8.3863,6.9281,6.4789,6.9959,9.5965,7.4629,7.9966,7.2163,5.6071,7.5257,9.1821,5.6277,8.7692,4.901,9.8255,4.9904,4.6029,6.769,8.3775,6.2972,7.5681,6.4657,8.1829,4.7053,6.2941,9.9866,8.6935,8.548,5.2113,6.4501,4.9705,5.9184,9.2078,4.9342,3.1104,7.4473,7.6927
"DARC",8.3077,8.3045,9.4253,10.4285,7.5805,10.0108,7.1783,11.8329,7.7433,5.005,1.9005,9.166,8.4277,9.3,9.7353,9.2791,7.6745,10.7344,10.0668,6.5505,12.0472,7.3492,11.5616,5.385,8.2226,8.5202,8.7052,9.667,9.7258,3.3324,9.2086,10.942,7.3585,7.7469,8.1498,8.4466,7.0604,8.7225,6.0896,9.5629,9.8712,8.1278,7.8392,9.2148,8.2914,4.625,8.7526,9.0431,9.3469,7.1267,10.5726,10.8315,9.4168,2.6183,7.4336,9.7656,9.1025,10.5987,8.7964,7.1502,7.8438,11.7279,10.5127,10.7445,5.6473,7.3402,4.8114,7.9198,5.8544,9.224,6.8554,10.2593,10.1963,3.7596,8.2107,8.8671,10.306,8.2886,9.4321,9.8889,5.813,8.0899,2.7732,7.1268,7.8792,2.8928,7.1039
"DBC1",7.185,3.0461,6.7782,4.0521,5.2171,1.512,4.6308,6.258,6.2182,5.607,5.6608,4.3575,5.1779,4.231,7.6505,3.7965,5.4331,4.6948,6.0619,5.0015,2.8156,3.5979,5.1819,8.5062,6.6761,6.8823,5.5467,3.911,3.9029,2.2691,5.001,5.1277,6.0796,5.3912,8.5874,5.209,3.3202,1.1334,4.5685,6.7829,8.0758,4.6434,3.2315,5.1256,4.2146,7.4291,2.8198,5.0048,8.0447,8.1931,3.6461,7.6499,3.4529,3.371,5.5318,5.2106,6.1656,8.3232,5.6363,6.5929,5.1731,6.8354,4.5005,3.1307,5.2062,8.3252,7.2904,7.0169,6.538,5.4638,4.5036,5.4042,7.8392,2.4754,6.302,4.5119,4.9693,3.7434,7.0416,6.1635,4.6091,1.4797,7.0667,6.4577,6.789,6.0634,1.4598
"DCN",12.0843,12.0144,15.1495,14.0282,14.026,11.3097,12.6883,11.6101,15.4465,11.065,13.2273,14.2021,15.1958,15.796,15.5291,12.6259,13.8015,13.7436,11.3261,11.6442,13.5379,11.9851,14.5439,12.9367,14.0495,11.7279,16.1951,13.5462,12.679,14.9138,11.3713,12.124,11.4656,11.9895,13.4375,12.8517,11.902,14.6508,15.4735,14.9291,15.3547,13.5974,15.0098,14.2733,14.504,9.9708,13.2769,13.9389,14.2597,12.5272,16.4948,15.5336,14.6654,11.61,16.3961,16.7483,10.7982,14.1527,13.4536,13.1193,13.4985,14.6651,14.1408,15.5415,14.6647,10.0396,14.6146,11.7052,13.553,12.6468,13.71,14.0503,13.9644,15.9343,15.3077,14.179,15.1159,13.6686,12.5015,11.999,10.7198,12.1676,14.4089,11.412,12.1674,14.8936,9.4299
"DDIT4L",6.2246,3.4917,7.1368,4.6364,7.4351,3.7047,5.5656,10.994,6.9788,5.6539,4.0883,4.9015,7.1965,10.8238,6.4831,5.6918,8.5414,6.3178,2.7454,5.4907,3.6474,5.1683,7.9593,6.4235,4.6155,4.6937,6.6994,7.6076,4.2528,9.6819,3.2933,5.9434,4.6205,4.3853,6.8939,5.7619,4.701,5.0372,6.8812,8.8326,5.8877,4.0527,4.8568,5.8539,6.1486,5.8964,6.2864,7.0375,6.5212,5.85,6.3511,8.3851,4.9043,6.638,6.1443,7.8053,9.6027,5.8872,3.8002,6.1098,4.9738,3.7396,4.6322,4.1546,7.9553,5.8735,6.1668,8.193,4.51,5.783,6.3157,5.728,8.0261,5.1989,10.0448,7.8121,6.0798,7.3508,5.7426,5.1262,7.5021,6.4918,11.3749,4.5971,2.6658,9.8963,7.3184
"DDX3Y",9.7484,10.473,0.4622,9.6733,10.6128,8.0694,9.7262,10.649,7.8113,2.67,11.5527,10.7607,10.4114,9.6247,7.6431,10.1318,1.021,10.3069,10.9896,1.5095,11.4314,0,0,7.1343,10.3221,10.5332,2.748,10.6938,8.5727,10.9357,10.8049,10.0278,0,10.3219,1.3631,7.3461,8.8037,10.5338,0.624,10.4313,7.43,1.1372,9.994,9.1027,10.5912,9.8435,0,10.5718,10.4054,10.1053,9.148,10.6828,8.2243,10.5651,11.0165,10.1441,6.2283,11.1228,10.7253,11.4233,10.7648,11.0038,10.8319,1.1973,10.9517,8.2965,0.395,10.8609,8.7983,10.5968,11.4331,11.0083,10.9604,9.4434,7.0093,0,9.4556,2.0015,10.3922,10.6669,10.2032,10.7901,11.0714,10.9527,10.7151,10.3621,7.7664
"DENND2A",5.4887,5.1706,8.1101,6.783,8.1504,9.8514,7.1054,8.5702,8.6665,4.1398,10.4501,9.6011,5.2412,8.3063,7.207,7.9082,7.0582,7.3453,6.5162,7.9743,8.8317,5.7442,8.2015,7.7436,5.7675,5.0577,6.8304,8.5278,9.0648,10.6989,11.5506,5.0004,5.8209,5.0096,9.324,5.8365,8.173,6.5625,9.982,9.1966,8.0152,6.7138,5.2593,8.4399,6.4517,6.067,7.6939,9.3915,9.1161,5.6609,8.2401,9.9911,8.1844,5.5192,9.1514,7.0522,9.8016,6.4922,6.4436,8.1638,8.3248,6.0606,9.2086,6.8374,9.7803,7.9865,8.2564,6.3118,8.4206,6.199,7.8519,6.9955,10.8181,5.9411,10.1752,9.3177,11.565,7.2042,6.3728,10.9671,8.8704,11.8292,10.3252,5.8086,4.1225,8.4826,8.7183
"DERL3",7.9216,7.7101,7.5656,9.6827,7.8798,8.2645,5.9911,9.7584,6.1313,8.7964,5.5569,6.2771,11.0569,5.9824,8.8948,7.9962,6.5491,9.9495,7.8946,6.8052,9.153,6.5812,6.4987,7.1838,7.1233,7.8061,6.8821,8.3072,5.9582,7.309,6.3633,11.1165,8.6467,4.6323,8.8975,5.5418,4.5883,5.6423,6.6675,8.9762,6.9576,6.835,7.2082,8.3329,6.8023,8.285,12.526,7.8862,8.1063,9.0595,8.5707,8.6406,9.5902,4.8364,6.9818,6.7694,4.5122,9.1685,7.9581,6.0839,7.8793,7.0115,10.431,7.7697,8.281,6.9188,9.2637,4.8967,7.5549,7.1252,7.0941,6.8431,9.5891,9.0325,6.93,5.6977,7.7661,5.4532,7.0009,8.4969,7.5787,8.2784,1.6053,6.0945,6.9669,7.6398,2.5612
"DES",6.2935,4.6634,11.2335,6.5403,8.2641,4.5085,5.0657,14.1473,5.6585,8.4761,5.0452,13.7942,5.379,10.9843,7.2752,7.1894,9.9973,8.2749,7.6296,7.3763,10.3692,5.9101,9.0035,8.6077,2.6575,4.9578,6.4984,9.6418,6.1455,4.1467,7.1525,6.5922,6.6869,7.3201,12.5329,4.2291,7.4178,2.4269,8.2248,5.8502,3.3958,8.3945,5.0315,7.229,3.3375,4.3444,6.3024,9.3486,8.9618,5.8201,6.3754,11.6288,9.7304,2.2444,8.6909,4.9323,3.7837,8.2259,4.2021,8.1699,9.5938,7.1334,6.6942,7.3906,10.4239,7.2682,5.2053,4.5565,5.7726,5.1732,4.4485,3.9133,8.8487,2.7445,12.174,8.9865,6.1705,12.5023,6.1796,11.2108,3.1176,7.5299,5.6695,5.3905,7.3911,6.4017,0.7658
"DIRAS1",9.5279,8.1676,11.0669,6.5251,9.2618,5.3012,8.9504,8.9748,10.807,4.0017,8.437,8.8533,8.5494,9.7932,8.7787,8.3211,10.2615,8.6643,8.9337,6.3097,5.2399,6.1547,9.8087,10.5238,6.7337,6.9401,10.3841,10.0968,6.9369,9.2545,8.4329,7.272,9.0887,5.2205,9.8009,9.5229,6.7135,10.0627,6.6127,11.3718,6.1574,6.8451,10.5717,9.4087,9.2168,9.5068,10.3922,9.1399,10.8814,7.0644,9.0685,9.1597,10.8348,8.3682,8.1876,8.8747,9.3845,8.945,8.6682,9.3489,9.999,8.7812,6.2616,9.8022,8.3244,10.4856,8.8268,8.0137,7.115,7.9222,7.502,8.1735,8.4413,8.057,10.75,9.2792,8.8097,10.2575,9.5079,6.0798,8.2864,9.2885,8.8075,3.6813,5.0139,7.8997,5.7701
"DIRAS3",5.6375,4.0333,5.6574,4.3905,5.7955,4.0655,5.4395,5.3542,4.0209,7.1505,3.4793,5.5833,6.2325,5.74,6.8002,8.4786,7.5333,6.812,8.0723,8.6936,5.4538,4.6352,4.8306,2.988,6.7234,7.1546,5.0316,7.6202,10.0048,9.6237,10.5949,1.7911,5.3906,4.9562,6.3617,4.3358,11.6786,3.2861,9.1376,5.5921,6.4559,5.9491,5.4406,6.2202,7.5094,5.331,9.9572,4.6579,4.9463,8.1577,5.5849,7.8814,4.2549,6.1516,7.3332,8.0532,9.9133,7.3455,7.0091,5.9939,3.7579,6.2125,6.4158,5.9489,9.1717,6.2775,5.2774,7.5982,10.4633,6.4942,7.8439,7.3821,6.6022,6.2312,7.6976,5.4979,13.4172,4.068,6.9159,7.4044,4.6091,7.8426,7.2299,9.2542,8.4885,5.7119,7.4134
"DISP1",9.0818,8.9871,11.021,9.038,9.7091,6.1852,11.5435,10.8451,9.238,12.1089,7.6727,7.5879,9.6696,9.0592,9.7829,8.27,11.2126,12.1253,7.4116,7.2206,7.6302,8.5673,10.8799,11.0503,11.8212,11.206,9.8234,12.2616,6.3482,8.9309,7.0329,7.0912,9.0363,11.9602,9.0776,10.6745,7.9242,10.6228,7.6173,11.1511,7.4992,9.63,12.4339,9.8896,10.9888,10.7414,11.046,11.3276,10.4438,9.6264,8.6289,10.0614,9.0466,6.8805,8.3958,10.0731,7.4382,11.236,9.2834,7.3699,6.9432,7.5983,6.9068,10.7743,7.9522,10.5333,8.4324,8.0459,6.6491,8.1612,7.8196,11.5912,7.7838,9.2597,9.8846,7.5956,6.0967,10.659,10.9894,8.7547,10.3632,8.2908,7.3063,6.7659,7.4802,8.9303,6.7285
"DISP2",4.1758,7.923,6.3741,6.6563,7.9964,4.915,4.6984,7.9681,5.5786,3.7374,8.2424,4.7158,4.3572,6.5322,7.1406,7.3075,3.4974,7.8851,3.7605,6.3624,3.9842,4.1426,7.5583,8.148,5.9467,6.4206,7.8982,4.4496,4.4003,7.5706,9.3791,6.9605,7.675,3.9113,8.2941,6.2082,7.9766,5.8052,5.3205,7.4615,4.0309,5.2551,6.9927,4.4604,3.8086,4.7304,8.2644,6.1214,6.9898,6.713,5.2774,7.5341,4.4164,3.8631,5.7768,4.6897,6.2283,7.2066,4.6364,3.9402,5.5817,5.9263,3.7601,6.1374,2.9757,4.5301,6.548,5.0131,4.127,7.1252,6.0174,4.174,4.3219,6.9995,7.5694,4.6469,6.0967,4.8662,5.0343,6.0625,5.0363,9.7796,6.949,5.9104,3.6386,5.8984,7.2437
"DKK1",2.6977,7.5582,8.2634,10.3798,4.6609,12.5419,2.191,5.7089,8.4184,1.8805,4.0548,6.5007,5.6205,6.4169,6.2607,2.5585,7.5413,4.8836,12.8835,11.7872,9.0281,8.8989,4.3094,7.1343,2.9683,3.1372,3.5105,7.4196,10.603,6.3607,10.5124,12.9283,4.0241,4.5862,10.4762,3.7,12.8212,9.8352,4.5352,5.0497,8.1149,5.5294,0,9.0001,11.7923,2.4226,9.5997,3.7875,5.5368,2.7875,6.9491,8.8857,7.3033,9.3056,6.2524,9.7259,7.5242,7.4059,8.3388,10.1433,7.5284,9.4854,10.0042,7.42,1.8643,6.5809,10.5294,0.503,6.7451,3.5762,9.8438,2.8007,7.0723,6.9202,7.8905,6.1819,10.995,8.5595,4.669,10.3531,5.2174,5.7726,8.9733,2.7896,4.6024,6.7848,8.1687
"DKK3",7.9252,8.3969,10.6698,10.1762,10.691,10.6905,7.5699,10.143,10.5001,8.9037,10.2518,13.3053,10.5719,12.1661,8.8933,9.7945,11.1848,9.9059,10.8789,10.7618,11.4437,8.5051,11.2901,9.7142,10.2363,8.2759,6.2252,9.3366,13.1517,10.8555,10.825,11.1544,8.5485,8.3812,10.4688,10.3271,10.7655,7.7986,11.0722,10.53,11.2486,8.9751,6.6281,12.8147,10.2887,9.0293,9.2354,7.7272,6.8271,8.0397,11.1026,11.646,9.8046,10.4112,11.876,12.3468,10.9245,9.0824,8.3029,10.4469,12.1017,8.2574,11.9004,8.072,12.77,7.4288,11.7372,7.5604,10.358,8.727,10.2651,9.3793,10.6333,7.1993,11.2809,11.3858,10.9593,9.8144,9.0601,8.1848,8.0014,9.9743,11.0331,8.517,7.0892,11.196,7.1293
"DMD",5.6896,7.9205,7.7841,7.1125,7.0861,10.4685,6.7387,12.1097,9.5913,5.9946,7.1612,9.4647,8.5157,9.671,9.0834,7.8731,9.4436,8.1835,9.3559,6.9631,7.9706,8.1394,9.1179,7.8797,6.804,6.3169,8.917,9.8437,8.9923,10.0091,6.4965,8.7053,5.4376,7.505,10.0937,6.9011,7.8007,7.6146,11.7032,8.6325,9.4836,6.835,7.1945,7.8796,9.3195,5.3965,6.043,11.012,8.735,6.7292,8.6621,9.7837,9.1741,10.795,8.9214,8.4295,7.0551,9.7596,6.5159,8.9286,10.011,7.7682,7.9034,11.0033,8.1449,7.3749,9.5659,10.5241,9.1777,11.2524,7.3636,8.1884,8.0513,8.9033,9.0285,8.6633,7.2041,11.0379,9.1466,7.7018,6.5807,5.8076,6.8134,6.1418,6.9844,10.9511,7.9915
"DNAJC12",4.5205,5.9656,8.5974,4.8217,4.4479,4.847,4.5354,8.6181,8.3113,2.5429,8.1423,7.2474,4.8113,7.9497,8.7888,6.6964,9.0074,4.2215,5.0086,4.6447,3.0247,3.7102,6.7401,7.4185,3.91,3.7682,8.362,8.3302,5.1658,6.292,3.5211,5.2816,4.4929,4.2139,5.8741,3.8516,7.0772,7.8813,5.1768,7.767,5.65,5.5664,6.4081,6.4345,7.6884,3.2814,6.1524,6.9116,7.2172,4.0824,8.3358,6.4132,7.6109,3.7673,6.9677,8.4442,2.3944,8.2915,4.2406,4.9317,4.7232,3.8915,6.4158,9.3263,6.8131,4.374,3.6965,6.1685,6.0052,5.1732,4.8182,4.9664,4.4792,5.8584,6.7799,6.0901,5.2216,6.5217,5.8535,4.031,4.2965,4.7754,5.3464,3.6292,4.8893,4.782,3.5673
